what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1342246562281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342246562840
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342246573808
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342246598253
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342246651470
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342246662022
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342246663013
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1342246674096
activated,view,org.eclipse.mylyn.tasks.ui,3.6.4.v20111117-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1342246698124
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1342246698240
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1342246700020
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1342246700078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1342246715015
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342246744992
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342246753579
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342246761152
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342246763566
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342246782104
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342246784730
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342246787781
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342246789702
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342246812738
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342246816515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342246851692
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342246854087
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1342246860182
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1342246869720
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1342246906313
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1342246915934
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1342246918509
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1342246923889
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1342246966556
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342246969621
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342247129901
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342247187980
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342247193186
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1342247259813
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342247327353
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342247332248
